CLASSIC,14,3,2,0.1848934796642996,0.8151065203357004 
EXACT,14,3,2,0.07217559715945776,0.9278244028405422 
NOREDUCTION,14,3,2,0.07217559715945776,0.9278244028405422 
CLASSIC,14,3,3,0.081213686249193,0.918786313750807 
CLASSIC,14,3,4,0.04828921885087156,0.9517107811491284 
NOREDUCTION,14,3,3,0.026985151710781197,0.9730148482892188 
EXACT,14,3,3,0.026985151710781197,0.9730148482892188 
CLASSIC,14,3,5,0.019367333763718575,0.9806326662362814 
NOREDUCTION,14,3,4,0.034215622982569416,0.9657843770174306 
EXACT,14,3,4,0.034215622982569416,0.9657843770174306 
CLASSIC,14,3,6,0.044932214331827036,0.955067785668173 
NOREDUCTION,14,3,5,0.027888960619754655,0.9721110393802453 
EXACT,14,3,5,0.027888960619754655,0.9721110393802453 
CLASSIC,14,3,7,0.06571981923821824,0.9342801807617818 
NOREDUCTION,14,3,6,0.0666236281471917,0.9333763718528083 
EXACT,14,3,6,0.0666236281471917,0.9333763718528083 
NOREDUCTION,14,3,7,0.041704325371207274,0.9582956746287927 
EXACT,14,3,7,0.041704325371207274,0.9582956746287927 
NOREDUCTION,14,3,8,0.03912201420271144,0.9608779857972886 
EXACT,14,3,8,0.03912201420271144,0.9608779857972886 
CLASSIC,14,3,8,0.06197546804389931,0.9380245319561007 
NOREDUCTION,14,3,9,0.03615235635894121,0.9638476436410588 
EXACT,14,3,9,0.03615235635894121,0.9638476436410588 
CLASSIC,14,3,9,0.05242091672046478,0.9475790832795352 
EXACT,14,3,10,0.044286636539702995,0.955713363460297 
CLASSIC,14,3,10,0.04983860555196906,0.9501613944480309 
CLASSIC,14,3,11,0.08160103292446741,0.9183989670755326 
NOREDUCTION,14,3,10,0.044286636539702995,0.955713363460297 
NOREDUCTION,14,3,11,0.05306649451258871,0.9469335054874113 
EXACT,14,3,11,0.05306649451258871,0.9469335054874113 
EXACT,14,3,12,0.0732085216268561,0.9267914783731439 
CLASSIC,14,3,12,0.07372498386055515,0.9262750161394449 
CLASSIC,14,4,2,0.17572627501613947,0.8242737249838605 
NOREDUCTION,14,3,12,0.0732085216268561,0.9267914783731439 
CLASSIC,14,4,3,0.08160103292446741,0.9183989670755326 
NOREDUCTION,14,4,2,0.07217559715945776,0.9278244028405422 
EXACT,14,4,2,0.07217559715945776,0.9278244028405422 
CLASSIC,14,4,4,0.05397030342156228,0.9460296965784377 
NOREDUCTION,14,4,3,0.05384118786313752,0.9461588121368625 
EXACT,14,4,3,0.05384118786313752,0.9461588121368625 
CLASSIC,14,4,5,0.10213040671400908,0.8978695932859909 
NOREDUCTION,14,4,4,0.05138799225306645,0.9486120077469335 
EXACT,14,4,4,0.05138799225306645,0.9486120077469335 
CLASSIC,14,4,6,0.11981923821820528,0.8801807617817947 
NOREDUCTION,14,4,5,0.04480309877340216,0.9551969012265978 
EXACT,14,4,5,0.04480309877340216,0.9551969012265978 
NOREDUCTION,14,4,6,0.08469980632666241,0.9153001936733376 
EXACT,14,4,6,0.08469980632666241,0.9153001936733376 
EXACT,14,4,7,0.11233053582956742,0.8876694641704326 
CLASSIC,14,4,7,0.11594577146546159,0.8840542285345384 
CLASSIC,14,4,8,0.14538411878631374,0.8546158812136863 
NOREDUCTION,14,4,7,0.11233053582956742,0.8876694641704326 
NOREDUCTION,14,4,8,0.15235635894125243,0.8476436410587476 
EXACT,14,4,8,0.15235635894125243,0.8476436410587476 
EXACT,14,4,9,0.17236927049709494,0.8276307295029051 
CLASSIC,14,4,9,0.16281471917366042,0.8371852808263396 
CLASSIC,14,4,10,0.17779212395093613,0.8222078760490639 
NOREDUCTION,14,4,9,0.17236927049709494,0.8276307295029051 
NOREDUCTION,14,4,10,0.17650096836668816,0.8234990316333118 
EXACT,14,4,10,0.17650096836668816,0.8234990316333118 
EXACT,14,4,11,0.17998708844415756,0.8200129115558424 
CLASSIC,14,4,11,0.17959974176888316,0.8204002582311168 
CLASSIC,14,4,12,0.1979341510652033,0.8020658489347967 
NOREDUCTION,14,4,11,0.17998708844415756,0.8200129115558424 
NOREDUCTION,14,4,12,0.20077469335054876,0.7992253066494512 
CLASSIC,14,5,2,0.14099418979987088,0.8590058102001291 
EXACT,14,4,12,0.20077469335054876,0.7992253066494512 
EXACT,14,5,2,0.07178825048418336,0.9282117495158166 
CLASSIC,14,5,3,0.09748224661071658,0.9025177533892834 
NOREDUCTION,14,5,2,0.07178825048418336,0.9282117495158166 
CLASSIC,14,5,4,0.06907682375726276,0.9309231762427372 
NOREDUCTION,14,5,3,0.0701097482246611,0.9298902517753389 
EXACT,14,5,3,0.0701097482246611,0.9298902517753389 
NOREDUCTION,14,5,4,0.09051000645577789,0.9094899935442221 
EXACT,14,5,4,0.09051000645577789,0.9094899935442221 
EXACT,14,5,5,0.1058747579083279,0.8941252420916721 
CLASSIC,14,5,5,0.1270497094899936,0.8729502905100064 
CLASSIC,14,5,6,0.19883795997417686,0.8011620400258231 
NOREDUCTION,14,5,5,0.1058747579083279,0.8941252420916721 
NOREDUCTION,14,5,6,0.18386055519690125,0.8161394448030987 
EXACT,14,5,6,0.18386055519690125,0.8161394448030987 
EXACT,14,5,7,0.20774693350548745,0.7922530664945125 
CLASSIC,14,5,7,0.23085861846352485,0.7691413815364752 
NOREDUCTION,14,5,7,0.20774693350548745,0.7922530664945125 
CLASSIC,14,5,8,0.2352485474499677,0.7647514525500323 
EXACT,14,5,8,0.2175597159457715,0.7824402840542285 
NOREDUCTION,14,5,8,0.2175597159457715,0.7824402840542285 
