0.00,0.002266667,0.01766667
0.05,0.021633333,0.04346667
0.10,0.040260000,0.10825000
0.15,0.067183333,0.19070667
0.20,0.098983333,0.25547000
0.25,0.142113333,0.31003033
0.30,0.195546667,0.34950000
0.35,0.265466667,0.38880000
0.40,0.330486667,0.43236667
0.45,0.415433333,0.47050000
0.50,0.491833333,0.51476667
