NOREDUCTION,60,7,7,0.0,0.167,0.0,0.0014999999999999458,0.01526666666666665,29716,253,2481
NOREDUCTION,55,6,4,0.05,0.167,0.05,0.027699999999999947,0.04176666666666662,20204,103,2670
NOREDUCTION,50,6,5,0.1,0.167,0.1,0.04269999999999996,0.10360000000000003,21010,92,2503
NOREDUCTION,50,6,5,0.15,0.167,0.15,0.0719333333333333,0.17969999999999997,21118,144,2493
NOREDUCTION,45,7,5,0.2,0.167,0.2,0.10203333333333331,0.23603333333333332,25527,155,2673
NOREDUCTION,45,7,5,0.25,0.167,0.25,0.16576666666666662,0.29113333333333336,25721,121,2431
NOREDUCTION,40,6,5,0.3,0.167,0.3,0.2069333333333333,0.33599999999999997,20305,135,2191
NOREDUCTION,30,6,4,0.35,0.167,0.35,0.2638666666666667,0.36296666666666666,6318,20,2382
NOREDUCTION,30,6,4,0.4,0.167,0.4,0.3320666666666666,0.3944333333333333,6423,20,2421
NOREDUCTION,60,7,7,0.0,0.167,0.0,0.0010999999999999899,0.015733333333333377,29766,134,2458
NOREDUCTION,55,6,4,0.05,0.167,0.05,0.028966666666666696,0.04313333333333336,20156,93,2500
NOREDUCTION,50,6,5,0.1,0.167,0.1,0.040166666666666684,0.10133333333333339,21130,93,2500
NOREDUCTION,50,6,5,0.15,0.167,0.15,0.07199999999999995,0.18166666666666664,21113,149,2832
NOREDUCTION,45,7,5,0.2,0.167,0.2,0.09583333333333333,0.23829999999999996,25847,108,2403
NOREDUCTION,45,7,5,0.25,0.167,0.25,0.16703333333333337,0.29113333333333336,25626,103,2450
NOREDUCTION,40,6,5,0.3,0.167,0.3,0.20453333333333334,0.3349,20428,132,2385
NOREDUCTION,30,6,4,0.35,0.167,0.35,0.2649,0.36483333333333334,6299,20,2887
NOREDUCTION,30,6,4,0.4,0.167,0.4,0.3311333333333333,0.391,6356,69,2356
NOREDUCTION,60,7,7,0.0,0.167,0.0,6.333333333333746E-4,0.015233333333333321,29434,131,2503
NOREDUCTION,55,6,4,0.05,0.167,0.05,0.029033333333333355,0.04136666666666666,20469,150,2319
NOREDUCTION,50,6,5,0.1,0.167,0.1,0.04053333333333331,0.1035666666666667,21070,106,2350
NOREDUCTION,50,6,5,0.15,0.167,0.15,0.07530000000000003,0.18530000000000002,20753,92,2529
NOREDUCTION,45,7,5,0.2,0.167,0.2,0.09899999999999998,0.23633333333333328,25297,120,2547
NOREDUCTION,45,7,5,0.25,0.167,0.25,0.16659999999999997,0.2900666666666667,25306,170,2355
NOREDUCTION,40,6,5,0.3,0.167,0.3,0.20466666666666666,0.3327333333333333,20163,99,2364
NOREDUCTION,30,6,4,0.35,0.167,0.35,0.26416666666666666,0.36696666666666666,6422,20,2314
NOREDUCTION,30,6,4,0.4,0.167,0.4,0.32643333333333335,0.39213333333333333,6408,32,1839
NOREDUCTION,60,7,7,0.0,0.167,0.0,9.666666666666712E-4,0.016100000000000003,28238,158,1953
NOREDUCTION,55,6,4,0.05,0.167,0.05,0.02939999999999998,0.04269999999999996,19483,93,1971
NOREDUCTION,50,6,5,0.1,0.167,0.1,0.04026666666666667,0.10309999999999997,20609,86,2466
NOREDUCTION,50,6,5,0.15,0.167,0.15,0.07450000000000001,0.18336666666666668,21046,108,2434
NOREDUCTION,45,7,5,0.2,0.167,0.2,0.09876666666666667,0.23663333333333336,25311,150,2380
NOREDUCTION,45,7,5,0.25,0.167,0.25,0.16603333333333337,0.29433333333333334,25394,112,2367
NOREDUCTION,40,6,5,0.3,0.167,0.3,0.2087,0.33886666666666665,20237,87,2377
NOREDUCTION,30,6,4,0.35,0.167,0.35,0.26216666666666666,0.3613333333333333,6274,21,2410
NOREDUCTION,30,6,4,0.4,0.167,0.4,0.33263333333333334,0.3896666666666667,6245,20,2680
NOREDUCTION,60,7,7,0.0,0.167,0.0,0.0010666666666666602,0.015566666666666618,28953,151,2431
NOREDUCTION,55,6,4,0.05,0.167,0.05,0.029900000000000038,0.04079999999999995,20128,105,2468
NOREDUCTION,50,6,5,0.1,0.167,0.1,0.04173333333333329,0.10270000000000001,20925,99,2456
NOREDUCTION,50,6,5,0.15,0.167,0.15,0.07256666666666667,0.18036666666666668,20841,105,2552
NOREDUCTION,45,7,5,0.2,0.167,0.2,0.09936666666666671,0.23886666666666667,25289,151,2425
NOREDUCTION,45,7,5,0.25,0.167,0.25,0.16820000000000002,0.2940666666666667,25418,114,2370
NOREDUCTION,40,6,5,0.3,0.167,0.3,0.20856666666666668,0.3340333333333333,20131,86,2439
NOREDUCTION,30,6,4,0.35,0.167,0.35,0.264,0.3692333333333333,6339,21,2337
NOREDUCTION,30,6,4,0.4,0.167,0.4,0.3349333333333333,0.39513333333333334,6256,20,2277
NOREDUCTION,60,7,7,0.0,0.167,0.0,0.0012666666666666382,0.01633333333333331,29226,122,2883
NOREDUCTION,55,6,4,0.05,0.167,0.05,0.029299999999999993,0.04159999999999997,20212,142,2660
NOREDUCTION,50,6,5,0.1,0.167,0.1,0.039100000000000024,0.1038,21511,92,2563
NOREDUCTION,50,6,5,0.15,0.167,0.15,0.0716,0.18243333333333334,20874,143,2704
