0.0,4.6666666666661527E-4,0.0015333333333333865,37412,707,9099
0.075,0.03716666666666668,0.04376666666666662,39199,619,10457
0.15,0.07076666666666664,0.15483333333333338,62108,554,15578
0.225,0.12396666666666667,0.24426666666666663,78843,601,12628
0.3,0.22173333333333334,0.32630000000000003,91934,595,15203
0.375,0.33086666666666664,0.36983333333333335,90517,597,12014
0.45,0.42713333333333336,0.42269999999999996,91490,607,13655
0.0,8.333333333333526E-4,0.0014999999999999458,41146,657,12328
0.075,0.03523333333333334,0.043233333333333346,48174,606,14386
0.15,0.06923333333333337,0.15966666666666662,72029,671,14717
0.225,0.12256666666666671,0.2453333333333333,79586,680,12677
0.3,0.22373333333333334,0.31823333333333337,88133,598,12257
0.375,0.3227,0.3723666666666666,91083,603,11483
0.45,0.42569999999999997,0.42113333333333336,99133,615,15581
0.0,4.6666666666661527E-4,0.0016333333333333755,45530,699,12218
0.075,0.03653333333333331,0.04400000000000004,47887,563,13065
0.15,0.06686666666666663,0.15790000000000004,69806,625,12509
0.225,0.12729999999999997,0.24719999999999998,82138,617,14412
0.3,0.22496666666666665,0.3248333333333333,91984,587,12397
0.375,0.3248,0.3676666666666667,91864,608,11880
0.45,0.42400000000000004,0.42579999999999996,94644,597,11933
0.0,5.333333333333856E-4,0.0014999999999999458,42306,636,14880
0.075,0.03590000000000004,0.04390000000000005,46946,614,12696
0.15,0.06740000000000002,0.1579666666666667,71233,586,12962
0.225,0.12506666666666666,0.24563333333333337,80888,631,15003
0.3,0.22430000000000005,0.3239666666666666,99586,734,14300
0.375,0.3293666666666667,0.37529999999999997,90118,661,11753
0.45,0.4242,0.4202666666666667,91474,598,12168
0.0,4.6666666666661527E-4,0.0017333333333333645,43309,633,14612
0.075,0.03639999999999999,0.04413333333333336,49426,583,14065
0.15,0.06730000000000003,0.15623333333333334,73456,627,14482
0.225,0.12649999999999995,0.24470000000000003,83496,627,13649
0.3,0.22123333333333328,0.32166666666666666,94971,575,12804
0.375,0.32399999999999995,0.3738666666666667,96978,574,11747
0.45,0.4249333333333334,0.4197666666666666,87430,558,12778
0.0,3.9999999999995595E-4,0.0012333333333333085,42752,613,12002
0.075,0.036733333333333285,0.044466666666666654,46286,611,12615
0.15,0.06766666666666665,0.15693333333333337,73815,586,14397
0.225,0.1213333333333333,0.2443333333333333,81610,644,12744
0.3,0.22376666666666667,0.3248333333333333,90548,599,12573
0.375,0.3191666666666667,0.37270000000000003,91754,573,11949
0.45,0.42556666666666665,0.4228333333333333,88850,565,15855
0.0,8.000000000000229E-4,0.0018666666666666831,40067,599,13157
0.075,0.0373,0.04530000000000001,47003,665,12490
0.15,0.0668333333333333,0.15933333333333333,71516,594,13956
0.225,0.12619999999999998,0.24606666666666666,80494,632,14231
0.3,0.22616666666666663,0.3218333333333333,92021,577,13235
0.375,0.3247333333333333,0.3724333333333333,86810,610,11838
0.45,0.4270666666666667,0.4201666666666667,94467,555,14466
0.0,4.6666666666661527E-4,0.0013999999999999568,41148,585,15495
0.075,0.03600000000000003,0.04600000000000004,46541,594,12589
0.15,0.06736666666666669,0.15869999999999995,72830,619,12940
0.225,0.1294333333333333,0.24913333333333332,84697,584,12917
0.3,0.2233666666666667,0.32643333333333335,90481,636,14180
0.375,0.3243666666666667,0.37170000000000003,89462,560,11827
0.45,0.42643333333333333,0.4199333333333334,87493,608,11561
0.0,4.999999999999449E-4,0.0016333333333333755,43685,621,15318
0.075,0.03820000000000001,0.04613333333333336,48834,628,14807
0.15,0.07010000000000005,0.15973333333333328,72025,680,12540
0.225,0.12390000000000001,0.2481,81407,574,12685
0.3,0.22766666666666668,0.32086666666666663,96629,631,12517
0.375,0.3256,0.37250000000000005,87445,575,12290
0.45,0.4258333333333333,0.42323333333333335,93705,628,12088
0.0,8.000000000000229E-4,0.0013333333333332975,42461,625,13991
0.075,0.04149999999999998,0.047599999999999976,48707,590,13492
0.15,0.06679999999999997,0.15776666666666672,75303,658,13836
0.225,0.12719999999999998,0.24806666666666666,79817,596,13248
0.3,0.22699999999999998,0.3219333333333333,94275,634,9490
0.375,0.32099999999999995,0.36316666666666664,75484,525,9463
0.45,0.4261666666666667,0.4205333333333333,76426,571,9306
