NOREDUCTION,60,7,7,0.0,0.167,0.0,0.0010000000000000009,0.027133333333333343,28312,230,2469
NOREDUCTION,55,6,4,0.05,0.167,0.05,0.03213333333333335,0.05366666666666664,19342,144,2431
NOREDUCTION,50,7,7,0.1,0.167,0.1,0.041000000000000036,0.10546666666666671,29576,156,2482
NOREDUCTION,50,7,7,0.15,0.167,0.15,0.08230000000000004,0.19243333333333335,29884,115,2490
NOREDUCTION,45,6,6,0.2,0.167,0.2,0.11473333333333335,0.2568666666666667,21748,138,2630
NOREDUCTION,45,6,6,0.25,0.167,0.25,0.17076666666666662,0.31210000000000004,21489,97,2391
NOREDUCTION,40,6,5,0.3,0.167,0.3,0.20650000000000002,0.3642666666666666,19428,82,2377
NOREDUCTION,30,6,4,0.35,0.167,0.35,0.28933333333333333,0.4019666666666667,6417,20,2266
NOREDUCTION,30,6,4,0.4,0.167,0.4,0.3541333333333333,0.4350666666666667,6408,22,2321
NOREDUCTION,60,7,7,0.0,0.167,0.0,0.0012999999999999678,0.02723333333333333,27844,116,2424
NOREDUCTION,55,6,4,0.05,0.167,0.05,0.034599999999999964,0.05613333333333337,19351,137,2496
NOREDUCTION,50,7,7,0.1,0.167,0.1,0.039033333333333364,0.10719999999999996,30269,107,2471
NOREDUCTION,50,7,7,0.15,0.167,0.15,0.0837,0.1921666666666667,29812,181,2375
NOREDUCTION,45,6,6,0.2,0.167,0.2,0.11129999999999995,0.2512,21721,98,2431
NOREDUCTION,45,6,6,0.25,0.167,0.25,0.16979999999999995,0.3084,21416,86,2920
NOREDUCTION,40,6,5,0.3,0.167,0.3,0.20720000000000005,0.3665666666666667,19372,81,2766
NOREDUCTION,30,6,4,0.35,0.167,0.35,0.2919666666666667,0.39580000000000004,6483,22,2464
NOREDUCTION,30,6,4,0.4,0.167,0.4,0.3555666666666667,0.4404666666666667,6655,20,2521
NOREDUCTION,60,7,7,0.0,0.167,0.0,9.666666666666712E-4,0.025966666666666693,28759,160,2553
NOREDUCTION,55,6,4,0.05,0.167,0.05,0.03249999999999997,0.05246666666666666,19303,90,2491
NOREDUCTION,50,7,7,0.1,0.167,0.1,0.042366666666666664,0.10953333333333337,30224,164,2851
NOREDUCTION,50,7,7,0.15,0.167,0.15,0.08333333333333337,0.19176666666666664,29629,130,2659
NOREDUCTION,45,6,6,0.2,0.167,0.2,0.11253333333333337,0.25439999999999996,21625,170,2497
NOREDUCTION,45,6,6,0.25,0.167,0.25,0.1686333333333333,0.3131666666666667,21778,98,2605
NOREDUCTION,40,6,5,0.3,0.167,0.3,0.20446666666666669,0.35553333333333337,20773,140,2640
NOREDUCTION,30,6,4,0.35,0.167,0.35,0.28756666666666664,0.3985666666666666,6441,20,2388
NOREDUCTION,30,6,4,0.4,0.167,0.4,0.353,0.4312666666666667,6542,21,2440
NOREDUCTION,60,7,7,0.0,0.167,0.0,0.0010666666666666602,0.026933333333333365,28160,124,2462
NOREDUCTION,55,6,4,0.05,0.167,0.05,0.03426666666666667,0.05469999999999997,19650,142,2560
NOREDUCTION,50,7,7,0.1,0.167,0.1,0.038799999999999946,0.10899999999999999,30220,117,2659
NOREDUCTION,50,7,7,0.15,0.167,0.15,0.08103333333333329,0.1904,30865,108,2479
NOREDUCTION,45,6,6,0.2,0.167,0.2,0.11033333333333328,0.2519,21792,133,2580
NOREDUCTION,45,6,6,0.25,0.167,0.25,0.17143333333333333,0.3161333333333334,22089,86,2518
NOREDUCTION,40,6,5,0.3,0.167,0.3,0.20563333333333333,0.3659,19557,133,2478
NOREDUCTION,30,6,4,0.35,0.167,0.35,0.2888666666666667,0.39880000000000004,6466,26,2531
NOREDUCTION,30,6,4,0.4,0.167,0.4,0.35996666666666666,0.43513333333333337,6484,22,2392
NOREDUCTION,60,7,7,0.0,0.167,0.0,9.333333333333416E-4,0.024333333333333318,28598,154,2460
NOREDUCTION,55,6,4,0.05,0.167,0.05,0.032266666666666666,0.05256666666666665,19562,98,2510
NOREDUCTION,50,7,7,0.1,0.167,0.1,0.04139999999999999,0.10943333333333338,30325,107,2630
NOREDUCTION,50,7,7,0.15,0.167,0.15,0.08243333333333336,0.18803333333333339,30201,158,2412
NOREDUCTION,45,6,6,0.2,0.167,0.2,0.10919999999999996,0.2518,21814,90,2602
NOREDUCTION,45,6,6,0.25,0.167,0.25,0.17079999999999995,0.31420000000000003,21931,140,2582
NOREDUCTION,40,6,5,0.3,0.167,0.3,0.20289999999999997,0.3637,19679,84,2514
NOREDUCTION,30,6,4,0.35,0.167,0.35,0.28746666666666665,0.39870000000000005,6557,21,2456
