NOREDUCTION,60,7,7,0.0,0.167,0.0,0.0015333333333333865,0.01746666666666663,28315,230,2101
NOREDUCTION,55,6,4,0.05,0.167,0.05,0.026900000000000035,0.042233333333333345,20214,100,2090
NOREDUCTION,50,7,7,0.1,0.167,0.1,0.041100000000000025,0.09916666666666663,29389,147,2117
NOREDUCTION,50,7,7,0.15,0.167,0.15,0.07853333333333334,0.18469999999999998,30058,111,2098
NOREDUCTION,45,6,6,0.2,0.167,0.2,0.10473333333333334,0.24086666666666667,22169,137,2077
NOREDUCTION,45,6,6,0.25,0.167,0.25,0.1652,0.2994,21390,92,2045
NOREDUCTION,40,6,5,0.3,0.167,0.3,0.20176666666666665,0.3542333333333333,19729,126,2027
NOREDUCTION,30,6,4,0.35,0.167,0.35,0.2716333333333333,0.39413333333333334,6092,20,2070
NOREDUCTION,30,6,4,0.4,0.167,0.4,0.3288,0.43066666666666664,6340,19,1980
NOREDUCTION,24,8,4,0.45,0.167,0.45,0.42543333333333333,0.47050000000000003,16882,35,2055
NOREDUCTION,24,8,6,0.5,0.167,0.5,0.5118333333333334,0.5147666666666666,34855,54,1946
