# W: 60, PAA: 8, A: 7, S: noreduction
10,0.02083333333333337,0.05943333333333334,110823,,296,3539
50,0.0011999999999999789,0.011266666666666647,130081,,561,20218
125,8.333333333333526E-4,0.003933333333333344,149182,,1407,57260
250,3.9999999999995595E-4,0.0017000000000000348,188220,,2558,115660
500,2.9999999999996696E-4,7.000000000000339E-4,234839,,5836,227805
750,2.3333333333330764E-4,3.333333333332966E-4,292339,,8324,360899
1000,3.666666666666263E-4,2.9999999999996696E-4,341045,,10084,483039
10,0.016100000000000003,0.09733333333333338,99105,,115,4364
50,0.0014999999999999458,0.012199999999999989,136775,,564,29739
125,7.666666666666933E-4,0.005966666666666676,143016,,1307,48638
250,3.666666666666263E-4,0.0034333333333332883,187373,,2768,143341
500,3.333333333332966E-4,8.666666666666822E-4,256732,,4934,287492
750,4.333333333332856E-4,2.666666666666373E-4,312615,,7010,432984
1000,3.666666666666263E-4,2.9999999999996696E-4,357562,,9990,469806
10,0.02726666666666666,0.03146666666666664,105085,,151,5832
50,0.0013666666666666272,0.027866666666666706,116292,,481,29994
125,5.333333333333856E-4,0.0015666666666667162,143632,,1163,49571
250,4.999999999999449E-4,0.0013333333333332975,189564,,3272,147550
500,4.333333333332856E-4,3.666666666666263E-4,231016,,4538,228312
750,2.3333333333330764E-4,3.9999999999995595E-4,312350,,7307,360705
1000,1.9999999999997797E-4,1.9999999999997797E-4,368644,,11740,470861
10,0.01200000000000001,0.07933333333333337,88258,,90,2438
50,0.0016000000000000458,0.019466666666666632,112270,,387,26120
125,5.666666666667153E-4,0.003966666666666674,146203,,1273,68091
250,5.666666666667153E-4,0.0012333333333333085,196723,,2605,101063
500,3.9999999999995595E-4,0.0010333333333333306,207292,,4301,216101
750,4.999999999999449E-4,4.333333333332856E-4,315722,,8573,279538
1000,4.6666666666661527E-4,3.666666666666263E-4,329759,,9455,432418
10,0.01876666666666671,0.06406666666666672,95563,,97,3108
50,0.001966666666666672,0.008166666666666655,100909,,444,22906
125,0.0010000000000000009,0.0036333333333333773,123792,,1044,59650
250,6.666666666667043E-4,0.0030000000000000027,165732,,2003,71151
500,6.333333333333746E-4,9.000000000000119E-4,211091,,4923,156674
750,7.666666666666933E-4,1.666666666666483E-4,260644,,6321,276497
1000,4.999999999999449E-4,2.666666666666373E-4,295199,,8522,399073
10,0.008033333333333337,0.07103333333333328,97010,,123,3097
50,0.0017333333333333645,0.006900000000000017,112559,,450,12694
125,9.666666666666712E-4,0.006233333333333313,122985,,1146,30145
250,5.333333333333856E-4,0.0018000000000000238,161676,,2307,66710
500,4.999999999999449E-4,5.666666666667153E-4,218525,,4623,162937
750,6.000000000000449E-4,1.3333333333331865E-4,298533,,6299,271136
1000,3.333333333332966E-4,3.333333333332966E-5,306011,,8120,319703
10,0.0121,0.07673333333333332,91952,,119,2871
50,0.0021999999999999797,0.022433333333333305,99978,,409,21028
125,0.0010000000000000009,0.007399999999999962,124598,,1046,30829
250,6.666666666667043E-4,0.0016333333333333755,160781,,2339,110458
500,5.333333333333856E-4,6.333333333333746E-4,205574,,3964,198795
750,6.333333333333746E-4,6.666666666667043E-4,300048,,6255,297993
1000,5.666666666667153E-4,6.666666666665932E-5,346462,,8459,523484
10,0.006366666666666632,0.08016666666666672,100324,,90,6016
50,0.0020000000000000018,0.018100000000000005,116418,,588,29491
125,6.000000000000449E-4,0.009433333333333294,134088,,1401,66380
250,6.000000000000449E-4,0.0031333333333333213,169683,,2328,142733
500,5.333333333333856E-4,0.0013333333333332975,230839,,4548,220609
750,4.999999999999449E-4,4.999999999999449E-4,293517,,6478,403611
1000,2.9999999999996696E-4,1.9999999999997797E-4,361105,,9487,537627
10,0.021366666666666645,0.060833333333333295,86419,,114,5023
50,0.0014666666666666162,0.01773333333333338,101110,,461,24582
125,0.0010000000000000009,0.0042999999999999705,132967,,1045,33093
250,3.333333333332966E-4,0.0015333333333333865,179911,,2182,65104
500,2.9999999999996696E-4,0.0010666666666666602,257244,,4508,147861
750,3.333333333332966E-4,2.9999999999996696E-4,294241,,7054,197130
1000,3.666666666666263E-4,7.666666666666933E-4,352770,,8778,329735
10,0.009800000000000031,0.08430000000000004,101533,,127,3092
50,0.0013333333333332975,0.007833333333333359,121430,,481,16810
125,7.000000000000339E-4,0.00663333333333338,150304,,1232,43750
250,5.333333333333856E-4,0.0021999999999999797,188375,,2356,83608
500,5.333333333333856E-4,5.666666666667153E-4,247620,,4834,169443
750,3.9999999999995595E-4,2.3333333333330764E-4,324405,,7332,266490
1000,3.666666666666263E-4,2.9999999999996696E-4,374664,,9544,349930
